DFT,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
0,0.31,-0.27,-0.05,0.15,0.8,-0.08,-0.05
1,-0.06,0.62,0.47,-0.2,-0.47,1.02,0.06
0,1.17,-0.27,1.39,-0.09,1.52,-0.08,-0.05
0,-0.11,-0.27,-0.5,-0.13,0.8,-0.08,-0.05
1,2.21,-0.27,0.35,1.23,2.43,0.36,-0.01
0,1.12,-0.27,1.69,0.77,0.44,-0.08,-0.05
0,0.72,-0.27,-0.53,0.47,-0.29,-0.08,-0.05
1,-0.15,0.4,0.28,-0.2,-0.65,0.14,-0.02
0,2.87,-0.27,-0.27,3,0.98,-0.08,-0.05
0,0.01,-0.27,-0.38,0.08,0.98,-0.08,-0.05
0,0.29,-0.21,1.16,-0.01,0.08,0.58,0.06
1,0.64,-0.27,0.69,0.07,1.7,-0.08,-0.05
0,3,-0.27,1.69,3,1.34,-0.08,-0.05
1,-0.25,-0.16,0.31,-0.2,-0.47,1.46,0
0,2.61,-0.27,1.07,0.3,1.52,-0.08,-0.05
0,1.28,-0.27,0.05,0.34,1.16,-0.08,-0.05
1,0.13,-0.21,-0.13,-0.2,-0.65,0.14,-0.02
0,3,-0.27,-0.03,1.43,2.97,-0.08,-0.05
1,-0.36,-0.27,-0.52,-0.1,0.8,-0.08,-0.05
0,2.35,-0.27,3,1.99,2.07,-0.08,-0.05
1,1.08,-0.21,1.36,-0.19,-0.47,0.36,0.1
0,1.63,-0.27,1.48,0.62,1.16,-0.08,-0.05
0,-0.09,-0.16,-0.36,0.11,0.08,0.58,0
1,0.94,-0.21,3,-0.2,-0.65,-0.08,-0.05
1,0.64,-0.27,2.52,0.9,1.16,-0.08,-0.05
0,0.92,-0.27,-0.33,-0.03,1.88,-0.08,-0.05
1,1.75,-0.27,3,0.05,0.8,-0.08,-0.05
1,0.05,-0.21,1.07,-0.2,-0.65,0.14,-0.04
0,0.43,-0.27,0.79,-0.18,0.08,-0.08,-0.05
1,0.61,-0.21,1.6,-0.2,-0.65,0.36,0.04
0,1.91,-0.27,3,0.23,0.08,-0.08,-0.05
1,3,-0.21,3,0.12,-0.47,0.14,0.13
1,3,-0.27,3,0.21,0.44,-0.08,-0.05
0,-0.03,-0.27,0.4,0.1,0.08,-0.08,-0.05
1,0.21,-0.27,0.75,-0.19,-0.47,-0.08,-0.05
0,0.87,-0.27,-0.4,0.05,0.08,-0.08,-0.05
0,0.65,-0.27,0.84,0.56,1.52,-0.08,-0.05
0,1.54,-0.27,0.35,0.18,2.97,-0.08,-0.05
0,-0.01,-0.27,0.43,-0.15,0.98,-0.08,-0.05
1,0.17,-0.27,1.18,-0.06,-0.1,-0.08,-0.05
1,0.37,-0.27,0.54,0.23,0.08,-0.08,-0.05
1,0.74,-0.27,1.53,0.15,0.8,-0.08,-0.05
0,1.27,-0.27,2.63,1.66,0.08,-0.08,-0.05
1,2.53,-0.27,3,0.32,0.98,-0.08,-0.05
0,2.3,-0.27,3,0.1,0.8,-0.08,-0.05
0,2.05,-0.27,-0.53,0.05,-0.29,-0.08,-0.05
1,1.82,-0.21,0.07,-0.02,0.08,0.14,0
0,2.83,-0.27,3,2.11,1.7,-0.08,-0.05
0,1.39,-0.27,-0.47,0.09,0.62,-0.08,-0.05
0,0.44,-0.27,-0.51,0.05,0.08,-0.08,-0.05
1,-0.18,1.35,-0.07,-0.2,-0.47,0.14,-0.02
0,-0.45,-0.27,-0.3,-0.2,-0.65,-0.08,-0.05
0,1.5,-0.27,1.55,-0.15,-0.29,-0.08,-0.05
1,0.1,-0.21,0.15,-0.2,-0.65,0.58,0
1,-0.15,-0.27,0.68,-0.13,0.08,-0.08,-0.05
1,-0.42,-0.21,-0.33,-0.18,-0.47,0.14,-0.04
0,-0.11,-0.27,0.26,-0.1,0.08,-0.08,-0.05
0,1.24,-0.27,2.35,0.7,2.07,-0.08,-0.05
0,0.53,-0.27,-0.28,-0.06,-0.1,-0.08,-0.05
0,0.08,-0.27,1.43,-0.2,-0.29,-0.08,-0.05
0,3,-0.27,-0.53,1.45,0.98,-0.08,-0.05
0,0.1,-0.27,-0.19,0.18,1.34,-0.08,-0.05
0,0.37,-0.27,1.41,0.74,3,-0.08,-0.05
0,0.39,2.24,0.06,-0.18,-0.47,0.58,0.08
1,0.11,-0.27,1.5,-0.17,-0.29,-0.08,-0.05
0,1.83,-0.27,-0.26,3,-0.1,-0.08,-0.05
0,-0.23,-0.27,-0.08,-0.19,-0.29,-0.08,-0.05
1,-0.35,-0.1,-0.27,-0.2,-0.65,1.91,0.13
0,0.24,-0.21,0.72,0.18,-0.1,-0.08,-0.05
1,1.53,-0.21,3,-0.2,-0.65,1.24,0.1
0,3,-0.27,-0.53,0.43,0.08,-0.08,-0.05
1,-0.17,-0.27,-0.01,-0.17,0.08,-0.08,-0.05
0,-0.41,-0.27,-0.12,-0.19,-0.47,-0.08,-0.05
0,0.48,-0.21,2.79,-0.2,-0.65,1.46,0.09
0,0.37,-0.27,-0.42,0.08,0.44,-0.08,-0.05
0,-0.22,-0.27,-0.3,0.4,0.44,-0.08,-0.05
1,0.01,-0.05,0.25,-0.1,-0.29,2.13,0.55
0,1.12,-0.27,0.2,0.12,0.26,-0.08,-0.05
0,1.02,-0.27,-0.45,1.8,0.26,-0.08,-0.05
1,1.75,0.12,0.2,-0.2,-0.65,0.36,0.03
1,0.1,-0.21,1.27,-0.2,-0.65,-0.08,-0.05
0,2.28,-0.27,1.32,-0.2,-0.47,-0.08,-0.05
0,0.24,-0.27,0.11,-0.09,0.44,-0.08,-0.05
1,0.77,-0.21,1.29,0.12,-0.1,0.14,0.19
0,0.42,-0.21,-0.53,-0.13,-0.47,0.36,0.22
0,0.29,-0.27,0.23,-0.13,0.26,-0.08,-0.05
1,3,-0.21,3,-0.16,-0.1,0.58,0.07
0,-0.18,-0.27,-0.53,-0.2,-0.47,-0.08,-0.05
0,-0.47,-0.27,-0.51,-0.1,0.08,-0.08,-0.05
1,0.17,-0.21,0.52,-0.2,-0.65,0.58,0.09
1,-0.34,-0.27,-0.03,-0.05,0.26,-0.08,-0.05
0,-0.03,0.45,0.68,-0.17,0.62,-0.08,-0.05
1,0.91,3,3,-0.2,-0.47,0.14,0.04
0,0.73,-0.27,1.16,-0.15,-0.1,-0.08,-0.05
1,1.19,-0.21,3,-0.19,-0.29,0.36,0.02
1,1.47,-0.27,-0.19,0,0.26,-0.08,-0.05
1,3,-0.21,-0.2,-0.19,-0.1,0.14,0.11
0,0.17,-0.27,0.84,-0.1,0.98,-0.08,-0.05
0,0.89,-0.21,-0.51,0.63,-0.29,0.14,0.42
0,0.21,-0.27,1.4,0.73,0.8,-0.08,-0.05
0,-0.13,-0.27,-0.14,-0.11,0.26,-0.08,-0.05
1,0.44,-0.21,1.06,0.07,-0.29,0.14,0.25
0,-0.42,-0.27,-0.45,-0.14,0.26,-0.08,-0.05
0,0.33,-0.27,0.38,-0.06,0.08,-0.08,-0.05
1,3,-0.21,2.38,0.11,-0.1,0.36,0.16
0,0.56,-0.27,-0.47,0.01,0.08,-0.08,-0.05
0,0.69,-0.27,-0.53,0.13,-0.1,-0.08,-0.05
1,2.24,-0.21,1.17,-0.1,0.08,1.02,0.13
0,0.18,-0.27,-0.53,0.12,0.98,-0.08,-0.05
1,-0.3,-0.21,-0.01,-0.2,-0.65,0.36,-0.01
0,0.6,-0.27,0.47,-0.19,-0.29,-0.08,-0.05
1,-0.11,-0.27,1.13,0.01,0.44,-0.08,-0.05
0,-0.16,-0.27,-0.53,0.3,1.34,-0.08,-0.05
0,1.33,-0.21,1.8,-0.18,0.08,1.02,0.11
0,1.07,-0.27,-0.49,-0.16,0.08,-0.08,-0.05
1,0.18,-0.27,0.98,-0.12,0.98,-0.08,-0.05
1,0.48,-0.21,0.7,-0.1,-0.47,0.58,-0.01
0,3,-0.21,0.94,0.59,1.16,-0.08,-0.05
0,0.04,-0.27,1.11,-0.01,0.08,-0.08,-0.05
0,1.34,-0.27,-0.08,0.76,1.16,-0.08,-0.05
1,0.17,-0.16,0.86,-0.2,-0.65,0.8,0.14
0,1.18,-0.27,2.03,0.34,0.98,-0.08,-0.05
0,0.75,-0.27,1.31,-0.06,3,-0.08,-0.05
1,3,-0.27,3,-0.2,-0.65,-0.08,-0.05
0,0.23,-0.27,-0.47,-0.06,0.08,-0.08,-0.05
1,-0.19,-0.27,-0.44,-0.2,-0.47,-0.08,-0.05
0,0.26,-0.27,0.59,0.01,0.8,-0.08,-0.05
0,1.34,-0.21,3,-0.2,-0.65,-0.08,-0.05
1,0.18,-0.27,-0.07,0.39,1.7,-0.08,-0.05
0,2.1,-0.27,-0.53,0.36,1.34,-0.08,-0.05
0,0.33,-0.27,0.82,0.09,-0.1,-0.08,-0.05
1,1.37,-0.21,3,-0.1,-0.29,0.36,0
1,2,-0.21,0.72,-0.2,-0.47,-0.08,-0.05
1,1.27,-0.27,3,0.21,1.7,-0.08,-0.05
0,1.18,-0.27,-0.53,-0.16,-0.29,-0.08,-0.05
1,-0.44,0.57,0.05,-0.2,-0.65,0.58,-0.04
1,0.45,-0.27,2.15,-0.08,-0.1,-0.08,-0.05
0,0.18,-0.27,-0.47,-0.06,-0.1,-0.08,-0.05
0,1.78,-0.27,0.72,0.5,2.97,1.69,0.86
1,1.43,-0.27,0.21,-0.1,0.8,-0.08,-0.05
1,-0.28,-0.21,0.18,-0.08,-0.47,0.14,-0.04
0,0.22,-0.16,1.92,-0.2,-0.65,-0.08,-0.05
1,0.25,-0.21,0.64,-0.05,-0.1,0.14,0.05
0,-0.44,-0.27,0.24,-0.2,-0.65,-0.08,-0.05
0,2.6,-0.27,3,0.42,0.44,-0.08,-0.05
0,0.38,-0.27,-0.42,-0.2,-0.47,-0.08,-0.05
0,1.11,-0.27,3,0.34,3,-0.08,-0.05
0,0.02,-0.27,0.05,-0.09,-0.1,-0.08,-0.05
1,0.58,-0.27,2.58,-0.17,-0.1,-0.08,-0.05
1,0.38,-0.21,0.5,-0.2,-0.65,0.14,-0.02
0,1.72,-0.27,-0.53,1.11,0.26,-0.08,-0.05
0,0.28,-0.27,1.17,0.01,-0.29,-0.08,-0.05
0,0.08,-0.27,0.26,-0.13,0.98,-0.08,-0.05
0,3,-0.27,2.05,0.56,0.98,-0.08,-0.05
0,-0.18,-0.27,-0.33,0.12,0.8,-0.08,-0.05
0,-0.19,-0.27,-0.26,0.13,0.08,-0.08,-0.05
1,0.35,-0.21,-0.16,-0.2,-0.65,0.14,0.08
0,2.82,-0.27,-0.24,0.06,0.08,1.69,3
0,3,-0.27,3,0.18,1.88,-0.08,-0.05
0,0.1,-0.27,0.88,-0.14,0.26,-0.08,-0.05
0,1.09,-0.21,2.92,-0.09,0.08,1.69,0.1
0,0.92,-0.27,2.91,-0.16,0.26,-0.08,-0.05
0,0.56,-0.27,-0.22,-0.2,-0.65,-0.08,-0.05
0,0.59,-0.27,1.73,-0.18,-0.29,-0.08,-0.05
0,0.06,-0.27,0.31,-0.12,-0.1,-0.08,-0.05
1,0.62,-0.21,0.71,0.02,0.8,-0.08,-0.05
0,1.64,-0.27,3,-0.16,0.44,-0.08,-0.05
0,0.34,-0.21,1.58,-0.18,-0.1,-0.08,-0.05
1,0.39,-0.27,0.63,-0.15,0.26,-0.08,-0.05
1,0.15,-0.27,-0.17,-0.16,-0.29,-0.08,-0.05
0,0.42,-0.27,1.58,0.23,0.8,-0.08,-0.05
0,0.78,-0.27,2.97,-0.13,0.26,-0.08,-0.05
1,0.29,-0.21,1.88,-0.19,0.08,0.14,0
1,1.87,-0.27,1.67,0.18,-0.47,-0.08,-0.05
0,0.57,-0.27,-0.3,-0.04,0.44,-0.08,-0.05
0,0.15,-0.27,0.07,0.17,0.44,-0.08,-0.05
0,0.83,-0.27,0.35,0.17,2.07,0.8,0.42
0,-0.08,-0.27,0.24,-0.16,-0.29,-0.08,-0.05
0,1.24,-0.27,0.99,0.21,1.34,3,3
0,0.02,-0.27,0.15,-0.02,0.26,-0.08,-0.05
1,-0.28,-0.21,-0.43,-0.15,-0.29,0.36,0.01
1,-0.2,-0.21,0.03,-0.1,-0.29,0.14,-0.04
0,0.38,-0.27,0.83,0.28,1.16,-0.08,-0.05
0,2.97,-0.27,3,-0.09,-0.47,-0.08,-0.05
0,3,-0.27,2.35,0.73,2.25,-0.08,-0.05
0,1.31,-0.27,0.4,-0.04,0.98,-0.08,-0.05
0,0.69,-0.21,0.74,0.02,1.16,-0.08,-0.05
0,-0.51,-0.27,-0.5,-0.2,-0.47,-0.08,-0.05
0,0.03,-0.27,0.15,0.1,0.98,-0.08,-0.05
0,-0.39,-0.27,-0.26,-0.18,-0.47,-0.08,-0.05
0,1.63,-0.27,2.01,-0.03,0.44,-0.08,-0.05
0,0.26,-0.27,1.39,0.06,0.26,-0.08,-0.05
1,-0.32,-0.21,-0.42,-0.19,-0.47,0.58,0.04
0,0.05,-0.27,-0.34,-0.18,-0.29,-0.08,-0.05
1,2.28,-0.21,0.56,-0.19,-0.47,0.8,0.1
1,0.45,-0.21,0.56,-0.2,-0.65,0.36,0.01
0,0.92,-0.27,1.05,0.07,1.34,-0.08,-0.05
0,1,-0.27,3,-0.2,-0.65,-0.08,-0.05
0,0.37,-0.27,0.46,0.01,0.44,-0.08,-0.05
0,0.19,-0.27,0.77,-0.16,0.8,-0.08,-0.05
1,1.54,-0.27,0.16,0.22,1.16,-0.08,-0.05
1,-0.29,3,-0.04,-0.18,-0.47,0.14,-0.01
1,0.57,-0.27,1.1,-0.15,-0.1,-0.08,-0.05
0,0.92,-0.27,0.16,0.06,1.34,-0.08,-0.05
1,2.43,-0.27,3,0.14,2.07,-0.08,-0.05
1,1.23,-0.27,0.94,-0.11,-0.29,-0.08,-0.05
1,0.31,-0.27,0.22,0.04,0.62,-0.08,-0.05
1,0.75,-0.21,0.09,-0.2,-0.65,0.8,0.11
0,-0.07,-0.27,0.72,-0.2,-0.47,-0.08,-0.05
0,0.28,-0.27,0.33,-0.02,0.08,-0.08,-0.05
1,0.16,-0.21,0.34,-0.2,-0.65,0.14,-0.02
0,0.41,-0.27,0.06,0.01,-0.1,-0.08,-0.05
1,1.44,-0.21,2.9,-0.17,-0.29,0.36,0.03
0,0.45,-0.27,0.74,-0.19,-0.47,-0.08,-0.05
1,-0.2,-0.21,0.18,-0.2,-0.47,-0.08,-0.05
0,0.99,-0.27,-0.38,0,0.26,-0.08,-0.05
1,0.66,-0.27,1.87,0.04,1.16,-0.08,-0.05
0,1.2,0.01,1.97,-0.18,-0.47,-0.08,-0.05
1,0.2,-0.27,0.89,-0.11,1.52,-0.08,-0.05
1,2.64,-0.27,3,0.17,3,-0.08,-0.05
1,-0.04,0.34,0.26,-0.2,-0.65,0.58,3
1,1.57,-0.27,1.82,0.36,0.8,-0.08,-0.05
0,1.41,-0.27,0.8,0.51,1.16,-0.08,-0.05
1,-0.47,3,-0.14,-0.2,-0.65,-0.08,-0.05
0,2.11,-0.27,-0.5,-0.08,-0.29,-0.08,-0.05
0,-0.05,-0.27,-0.5,0.21,0.08,-0.08,-0.05
1,0.49,-0.27,1.72,-0.03,1.16,-0.08,-0.05
0,1,-0.27,2.91,0.19,2.07,2.13,0.67
1,1.05,-0.27,1.26,-0.09,0.08,-0.08,-0.05
0,0.09,-0.27,0.16,0.29,-0.1,-0.08,-0.05
1,0.98,-0.21,3,-0.2,-0.65,0.58,0.16
1,-0.59,3,-0.5,-0.2,-0.65,0.14,0.02
0,0.32,0.23,0.94,1.22,0.08,-0.08,-0.05
0,3,-0.27,-0.53,1.06,2.79,-0.08,-0.05
1,-0.17,-0.21,0.17,-0.2,-0.65,0.36,-0.03
0,1.67,-0.27,1.78,0.11,2.43,-0.08,-0.05
0,0.6,-0.27,0.56,-0.08,-0.1,-0.08,-0.05
0,-0.1,-0.27,-0.53,0.21,-0.29,-0.08,-0.05
0,1.86,-0.27,0.29,0.47,1.7,-0.08,-0.05
0,0.18,-0.27,0.73,-0.14,0.98,-0.08,-0.05
0,2.68,-0.21,3,-0.2,-0.65,0.58,0.28
0,-0.12,2.07,0.77,-0.04,0.08,-0.08,-0.05
1,0.26,-0.27,1.48,-0.13,0.62,-0.08,-0.05
1,1.33,-0.21,2.29,-0.2,-0.65,0.14,-0.01
1,2.87,-0.21,3,-0.08,-0.1,1.02,0.7
0,0.65,-0.1,-0.53,-0.2,-0.65,-0.08,-0.05
1,1.44,-0.21,0.06,-0.14,-0.29,0.14,0.04
0,-0.25,-0.21,0.01,-0.2,-0.47,1.02,-0.01
0,0.39,-0.16,0.68,0.29,-0.29,0.8,0.12
0,-0.16,-0.27,-0.4,-0.12,0.62,-0.08,-0.05
0,0.35,-0.27,0.77,0.77,0.98,-0.08,-0.05
0,1.95,-0.27,1.53,0.19,0.8,3,3
0,0.4,-0.27,0.19,0.04,0.98,0.14,-0.02
0,0.77,-0.21,0.58,-0.19,-0.47,3,0.1
1,1.69,-0.27,3,0.07,1.52,-0.08,-0.05
1,0.68,-0.27,1.81,-0.18,-0.29,-0.08,-0.05
0,-0.1,-0.27,-0.5,-0.06,-0.47,-0.08,-0.05
1,2.79,-0.27,3,-0.06,-0.1,-0.08,-0.05
0,0.34,-0.27,-0.32,0.45,3,-0.08,-0.05
0,-0.05,-0.27,0.26,-0.06,0.44,-0.08,-0.05
0,0.76,-0.27,1.43,-0.08,-0.47,-0.08,-0.05
1,1.08,-0.27,0.97,-0.2,-0.47,-0.08,-0.05
0,0.86,-0.27,0.13,0.25,2.43,-0.08,-0.05
0,0.77,-0.27,0.76,0.09,-0.29,-0.08,-0.05
1,0.14,0.18,0.4,-0.2,-0.47,0.14,-0.04
1,1.12,-0.21,2.49,-0.2,-0.47,0.14,0
0,-0.11,-0.27,-0.11,0.02,-0.1,-0.08,-0.05
0,1.28,-0.27,-0.44,0.31,-0.1,-0.08,-0.05
0,0.01,-0.27,0.32,-0.2,-0.29,-0.08,-0.05
0,0.49,-0.27,1.34,0.03,0.44,-0.08,-0.05
0,1.07,-0.27,2.94,0.59,0.98,-0.08,-0.05
1,0.82,-0.27,-0.08,-0.17,0.08,-0.08,-0.05
1,-0.27,-0.21,0.2,-0.2,-0.65,-0.08,-0.05
0,1.7,-0.27,-0.18,-0.06,-0.1,-0.08,-0.05
0,1.34,-0.27,3,-0.2,-0.29,-0.08,-0.05
1,1.06,-0.21,1.87,-0.14,-0.29,0.14,0.04
0,1.3,-0.27,3,-0.18,-0.1,-0.08,-0.05
0,0.46,-0.27,1.23,-0.18,-0.47,-0.08,-0.05
0,0.49,-0.27,1.5,-0.18,-0.1,-0.08,-0.05
0,1.35,-0.27,1.14,-0.16,-0.1,-0.08,-0.05
1,0.72,-0.27,-0.5,-0.18,-0.47,-0.08,-0.05
1,0.02,3,0.91,-0.2,-0.65,0.36,0
1,0,-0.21,-0.4,-0.2,-0.65,-0.08,-0.05
0,0.04,-0.27,0.51,0.24,1.52,-0.08,-0.05
0,0.81,-0.27,2.72,0,0.98,-0.08,-0.05
1,0.89,-0.21,-0.38,-0.19,-0.29,1.02,0.17
0,-0.05,-0.27,-0.53,0.27,0.26,-0.08,-0.05
0,0.76,-0.27,1.89,0.06,0.08,-0.08,-0.05
1,2.44,-0.21,3,-0.2,-0.65,0.58,0
1,-0.33,-0.05,0.02,-0.2,-0.65,0.36,0
0,0.68,-0.27,0.23,-0.2,-0.29,-0.08,-0.05
0,1.34,-0.27,1.9,2.1,0.26,-0.08,-0.05
0,0.2,-0.27,0.82,-0.16,0.26,-0.08,-0.05
1,0.73,-0.27,1.48,-0.09,-0.47,-0.08,-0.05
0,0.26,-0.27,0.95,-0.17,-0.47,-0.08,-0.05
0,2.06,-0.27,0.84,-0.19,-0.47,-0.08,-0.05
0,0.62,-0.27,-0.39,0.84,1.34,-0.08,-0.05
1,2.2,-0.27,3,-0.13,0.08,-0.08,-0.05
0,1.01,-0.21,1.46,-0.2,-0.65,0.36,0.31
0,-0.21,-0.21,0.42,-0.2,-0.65,-0.08,-0.05
0,0.49,-0.27,-0.2,-0.14,0.08,-0.08,-0.05
0,0.79,-0.27,-0.33,0.34,0.62,-0.08,-0.05
1,0.19,-0.27,0.22,0.24,0.98,-0.08,-0.05
1,0.39,-0.21,0.89,-0.2,-0.47,0.58,0.04
0,0.17,-0.27,-0.13,0.13,0.08,-0.08,-0.05
0,2.14,-0.27,1.64,0.46,1.34,-0.08,-0.05
0,3,-0.27,3,3,3,-0.08,-0.05
1,0.26,-0.27,0.06,0.21,1.34,-0.08,-0.05
0,1.45,-0.27,1.23,-0.07,0.26,-0.08,-0.05
0,0.47,-0.27,-0.2,0.24,3,-0.08,-0.05
1,0.14,-0.21,1.16,-0.19,-0.47,1.24,0.11
0,3,-0.21,3,-0.17,-0.29,1.24,0.22
0,1.68,-0.27,0.68,1.95,3,0.14,-0.03
0,0.76,-0.21,-0.39,-0.17,-0.47,0.58,0.14
0,0.45,-0.21,-0.11,-0.2,-0.65,0.58,0.08
0,0.9,-0.27,1.76,-0.03,-0.29,-0.08,-0.05
0,0.78,-0.27,1.65,-0.08,1.52,-0.08,-0.05
1,-0.07,-0.27,0.38,0.02,0.44,-0.08,-0.05
0,0.13,-0.27,0.88,0.1,1.34,1.91,0.4
1,0.35,-0.16,1.15,-0.2,-0.47,0.14,0
0,0.7,-0.27,0.1,-0.15,0.08,-0.08,-0.05
0,2.47,-0.27,-0.26,0.83,-0.1,-0.08,-0.05
1,-0.02,-0.21,0.96,-0.17,-0.29,0.14,0.02
1,0.42,-0.21,1.1,0.11,1.52,-0.08,-0.05
0,1.23,-0.27,0.06,0.28,2.25,-0.08,-0.05
0,0.63,-0.27,-0.18,0.45,2.25,-0.08,-0.05
0,-0.27,-0.21,-0.04,-0.2,-0.65,-0.08,-0.05
0,0.72,-0.21,2.15,2.21,0.98,-0.08,-0.05
0,0.24,-0.27,0.27,-0.2,-0.47,-0.08,-0.05
0,-0.34,-0.27,-0.25,-0.11,0.26,-0.08,-0.05
0,0.09,-0.27,1.14,0.22,0.08,-0.08,-0.05
0,-0.03,-0.27,0.02,-0.18,-0.47,-0.08,-0.05
0,0.56,-0.27,-0.06,-0.09,-0.1,3,0.73
0,1.55,-0.27,3,0.15,0.98,-0.08,-0.05
0,1.27,-0.27,0.2,0.11,0.8,-0.08,-0.05
1,0.13,-0.21,0.18,-0.2,-0.65,0.14,-0.01
0,0.96,-0.27,1.32,-0.07,0.26,-0.08,-0.05
1,0,-0.27,-0.53,0.03,0.08,-0.08,-0.05
0,0.72,-0.27,2.29,-0.17,-0.29,-0.08,-0.05
0,-0.06,-0.27,0.2,0.02,0.8,-0.08,-0.05
0,0.14,-0.27,0.84,0.01,0.26,-0.08,-0.05
1,-0.52,0.29,-0.37,-0.2,-0.65,0.14,-0.02
1,1.12,-0.27,3,-0.15,-0.29,-0.08,-0.05
1,0.73,-0.21,1.78,-0.2,-0.47,0.14,0
0,1.44,-0.05,-0.43,-0.12,-0.1,-0.08,-0.05
0,1.51,-0.27,-0.29,0.29,1.52,-0.08,-0.05
0,0.09,-0.27,-0.53,-0.2,-0.65,-0.08,-0.05
1,-0.1,-0.21,0.36,-0.2,-0.65,1.46,-0.01
0,-0.07,-0.27,0.16,-0.01,-0.1,-0.08,-0.05
0,0.04,-0.27,-0.2,-0.05,0.26,-0.08,-0.05
0,3,-0.27,3,-0.09,1.34,-0.08,-0.05
0,-0.04,-0.27,-0.45,-0.19,-0.47,-0.08,-0.05
0,-0.1,-0.27,0.26,-0.17,0.08,-0.08,-0.05
0,2.4,-0.27,2.46,0.62,2.25,-0.08,-0.05
0,0.3,-0.27,0.89,-0.08,0.62,-0.08,-0.05
0,-0.15,-0.27,0.03,-0.04,0.8,-0.08,-0.05
0,0.15,-0.27,-0.04,-0.17,-0.1,-0.08,-0.05
0,1.31,-0.27,3,-0.14,-0.29,-0.08,-0.05
0,0.12,-0.27,0.59,-0.17,-0.29,-0.08,-0.05
0,-0.18,-0.16,-0.33,-0.19,-0.47,0.36,0.16
0,1.95,-0.27,1.8,0.31,2.61,-0.08,-0.05
1,0.49,-0.21,1,-0.02,-0.47,0.14,-0.04
0,0.08,-0.27,-0.53,-0.07,0.08,-0.08,-0.05
0,0.02,-0.27,-0.53,0.31,0.62,-0.08,-0.05
0,-0.13,-0.27,-0.01,-0.18,-0.29,-0.08,-0.05
0,-0.26,-0.21,0.04,-0.13,-0.29,2.35,0.11
0,0.32,-0.27,-0.37,-0.1,-0.1,-0.08,-0.05
1,0.96,-0.21,3,-0.19,-0.47,0.14,-0.04
1,0.37,-0.27,1.04,-0.11,-0.29,-0.08,-0.05
1,2.17,-0.21,3,-0.2,-0.65,0.14,0.11
1,0.59,-0.21,0.66,-0.2,-0.65,0.14,-0.02
0,1.43,-0.27,3,-0.01,-0.1,0.8,-0.03
0,-0.01,-0.27,1.18,-0.2,-0.47,-0.08,-0.05
0,0.28,-0.21,0.52,-0.19,-0.29,1.24,0.09
1,2.16,-0.21,3,0.09,-0.29,0.8,0.13
0,0.15,-0.27,0.4,-0.02,0.44,-0.08,-0.05
0,2.05,-0.27,0.64,0.84,-0.29,-0.08,-0.05
0,1.05,-0.27,1.33,0.4,0.62,-0.08,-0.05
0,0.53,-0.27,2.22,-0.03,0.62,-0.08,-0.05
0,3,-0.27,-0.53,2.25,3,3,3
1,1.07,-0.21,0.65,-0.2,-0.65,0.14,0.04
0,1.38,-0.27,3,-0.2,-0.65,-0.08,-0.05
1,1.04,-0.21,2.64,-0.2,-0.65,0.58,0.02
0,1.56,-0.27,0.86,0.22,-0.29,-0.08,-0.05
0,0.43,-0.27,0.3,-0.17,-0.1,-0.08,-0.05
0,0.09,-0.27,-0.53,0.48,2.07,-0.08,-0.05
1,-0.75,1.18,-0.53,-0.2,-0.65,0.36,0.03
1,-0.04,-0.21,-0.27,-0.19,-0.47,0.58,0.12
1,0.42,-0.21,1.73,-0.19,-0.47,0.14,-0.04
0,-0.14,-0.27,0.55,-0.18,0.08,-0.08,-0.05
1,2.63,-0.21,0.01,-0.15,-0.47,0.14,0.04
0,0.88,-0.27,-0.34,1.75,0.62,-0.08,-0.05
1,2.7,-0.21,3,-0.19,-0.47,1.02,0.27
0,1.03,-0.27,2.09,-0.03,1.16,-0.08,-0.05
1,0.51,-0.27,1.48,-0.05,0.26,-0.08,-0.05
0,3,-0.27,3,-0.04,0.62,-0.08,-0.05
0,1.91,-0.27,-0.53,1.06,0.08,-0.08,-0.05
0,-0.36,-0.27,-0.47,-0.1,-0.1,-0.08,-0.05
0,0.67,0.51,1.3,0.15,0.62,-0.08,-0.05
1,0.74,-0.27,1.79,0.17,1.88,-0.08,-0.05
1,-0.19,3,0.66,-0.2,-0.65,0.36,-0.01
0,0.98,-0.21,-0.53,0.04,0.26,-0.08,-0.05
0,0.67,-0.27,2.2,0.3,0.44,-0.08,-0.05
0,2.87,-0.27,1.55,-0.03,-0.47,-0.08,-0.05
0,3,-0.21,3,-0.19,-0.47,1.24,0.02
1,0.17,-0.21,0.13,-0.15,-0.29,0.36,0.04
0,2.25,-0.27,1.67,0.68,1.34,-0.08,-0.05
0,0.58,-0.27,1.9,-0.07,0.98,-0.08,-0.05
1,-0.25,-0.27,-0.13,-0.2,-0.65,-0.08,-0.05
0,1.35,-0.27,-0.36,0.34,1.7,-0.08,-0.05
1,0.18,-0.21,0.57,-0.2,-0.65,0.36,0.08
0,0.46,-0.27,-0.5,0.03,2.61,-0.08,-0.05
0,2.69,-0.27,3,-0.19,-0.47,-0.08,-0.05
1,0.22,-0.27,-0.33,0.82,0.62,-0.08,-0.05
0,-0.26,-0.27,0.47,-0.07,0.62,-0.08,-0.05
1,-0.31,0.29,-0.29,-0.07,-0.47,0.36,0.36
